utseconds, gps_lat, gps_lon, gps_alt, AOA, T_CAPS, T_MMS, qc_CAPS, qc_MMS, ps_CAPS, ps_MMS, PAS_CAPS, TAS_MMS
58924, 22.18989, -120.51610, 9969.80, 1.23, 262.51, 242.39, 328.944, 292.364, 97.87, 135.41, 194.40, 236.53
58924, 22.19202, -120.51609, 9958.32, 1.25, 261.65, 242.50, 329.700, 292.819, 98.30, 135.38, 194.26, 236.40
58924, 22.19413, -120.51607, 9946.83, 1.25, 262.26, 242.61, 329.700, 293.289, 97.43, 135.41, 193.75, 236.31
58924, 22.19624, -120.51606, 9935.53, 1.25, 262.29, 242.71, 328.692, 293.729, 97.95, 135.37, 194.45, 236.17
58924, 22.19834, -120.51604, 9924.32, 1.24, 261.89, 242.82, 330.455, 294.219, 97.60, 135.34, 193.58, 236.03
58924, 22.20043, -120.51603, 9913.20, 1.22, 263.09, 242.93, 330.707, 294.674, 98.13, 135.30, 194.40, 235.90
58924, 22.20255, -120.51602, 9901.83, 1.21, 261.67, 243.05, 331.211, 295.149, 98.13, 135.32, 193.75, 235.80
58924, 22.20466, -120.51600, 9890.43, 1.22, 263.12, 243.15, 331.966, 295.599, 97.43, 135.34, 193.50, 235.71
58924, 22.20674, -120.51598, 9879.22, 1.24, 262.75, 243.26, 331.714, 296.066, 97.78, 135.34, 193.73, 235.59
58924, 22.20886, -120.51597, 9867.72, 1.27, 262.33, 243.36, 332.470, 296.509, 97.52, 135.42, 193.17, 235.54
58924, 22.21096, -120.51595, 9856.33, 1.27, 263.16, 243.46, 333.477, 296.979, 98.30, 135.48, 193.88, 235.48
58924, 22.21306, -120.51594, 9845.12, 1.27, 262.26, 243.56, 333.225, 297.439, 98.48, 135.41, 193.76, 235.31
58924, 22.21516, -120.51592, 9833.92, 1.26, 263.43, 243.65, 333.477, 297.889, 98.22, 135.25, 193.91, 235.08
58924, 22.21724, -120.51591, 9822.82, 1.26, 262.72, 243.76, 334.484, 298.326, 98.22, 135.23, 193.40, 234.96
58924, 22.21935, -120.51589, 9811.52, 1.27, 263.21, 243.87, 333.981, 298.819, 98.65, 135.25, 194.07, 234.86
58924, 22.22146, -120.51587, 9800.23, 1.27, 263.31, 243.97, 334.232, 299.292, 97.95, 135.48, 193.46, 234.92
58924, 22.22352, -120.51586, 9789.12, 1.28, 263.24, 244.06, 335.995, 299.766, 98.30, 135.70, 193.29, 234.97
58924, 22.22564, -120.51584, 9777.93, 1.27, 263.85, 244.15, 336.751, 300.199, 98.13, 135.90, 193.18, 235.02
58924, 22.22771, -120.51583, 9767.00, 1.27, 263.14, 244.25, 337.506, 300.686, 97.95, 136.05, 192.60, 235.01
58924, 22.22982, -120.51581, 9755.92, 1.24, 264.19, 244.30, 336.499, 301.139, 98.48, 136.17, 193.66, 234.97
58924, 22.23191, -120.51580, 9745.02, 1.24, 263.24, 244.34, 337.758, 301.609, 98.92, 135.87, 193.37, 234.60
58924, 22.23398, -120.51578, 9734.12, 1.25, 263.99, 244.39, 338.261, 302.076, 98.39, 135.51, 193.09, 234.19
58924, 22.23609, -120.51577, 9723.12, 1.24, 263.77, 244.46, 338.513, 302.549, 98.57, 135.38, 193.09, 233.96
58924, 22.23819, -120.51575, 9711.93, 1.24, 263.58, 244.52, 338.765, 303.003, 98.30, 135.61, 192.74, 234.02
58924, 22.24026, -120.51573, 9700.93, 1.25, 264.31, 244.59, 338.513, 303.479, 99.18, 135.80, 193.80, 234.03
58924, 22.24235, -120.51572, 9689.83, 1.27, 263.38, 244.65, 339.269, 303.939, 98.30, 135.70, 192.55, 233.82
58924, 22.24443, -120.51570, 9678.82, 1.28, 264.56, 244.73, 339.520, 304.379, 98.48, 135.43, 193.06, 233.51
58924, 22.24650, -120.51569, 9668.00, 1.26, 263.46, 244.82, 340.528, 304.846, 98.30, 135.41, 192.27, 233.39
58924, 22.24860, -120.51567, 9656.93, 1.27, 264.53, 244.90, 341.535, 305.289, 98.74, 135.46, 192.79, 233.31
58924, 22.25068, -120.51566, 9646.02, 1.26, 263.82, 244.96, 341.535, 305.759, 98.92, 135.48, 192.67, 233.19
58924, 22.25274, -120.51564, 9635.10, 1.29, 264.51, 245.03, 341.787, 306.196, 98.30, 135.30, 192.35, 232.94
58924, 22.25484, -120.51563, 9624.03, 1.28, 264.09, 245.11, 342.038, 306.649, 97.87, 135.23, 191.78, 232.78
58924, 22.25692, -120.51561, 9613.12, 1.27, 263.85, 245.20, 342.290, 307.139, 98.39, 135.15, 192.07, 232.59
58924, 22.25899, -120.51560, 9602.12, 1.28, 265.02, 245.27, 344.305, 307.599, 98.65, 134.96, 192.23, 232.33
58924, 22.26105, -120.51559, 9591.20, 1.29, 263.80, 245.36, 344.556, 308.074, 97.69, 134.82, 190.93, 232.11
58924, 22.26315, -120.51557, 9580.02, 1.30, 265.07, 245.46, 344.053, 308.539, 98.30, 134.79, 192.02, 231.97
58924, 22.26523, -120.51557, 9568.83, 1.32, 264.02, 245.54, 345.060, 309.013, 98.04, 134.78, 191.18, 231.85
58924, 22.26729, -120.51556, 9557.83, 1.31, 265.02, 245.64, 345.312, 309.489, 97.52, 135.00, 191.04, 231.91
58924, 22.26937, -120.51555, 9546.83, 1.31, 264.58, 245.73, 345.815, 309.949, 97.95, 135.16, 191.13, 231.92
58924, 22.27145, -120.51554, 9535.83, 1.31, 264.82, 245.81, 346.571, 310.412, 97.78, 135.21, 190.90, 231.85
58924, 22.27349, -120.51554, 9525.02, 1.32, 265.09, 245.90, 345.815, 310.874, 98.13, 134.97, 191.46, 231.55
58924, 22.27558, -120.51553, 9514.12, 1.29, 264.95, 246.01, 345.815, 311.339, 97.87, 134.81, 191.19, 231.33
58924, 22.27765, -120.51553, 9503.13, 1.27, 265.48, 246.11, 348.082, 311.822, 97.78, 134.85, 190.78, 231.25
58924, 22.27969, -120.51553, 9492.30, 1.29, 264.95, 246.21, 346.823, 312.286, 98.13, 134.73, 191.17, 231.05
58924, 22.28178, -120.51553, 9481.12, 1.29, 265.73, 246.31, 348.333, 312.739, 97.95, 134.75, 190.95, 230.96
58924, 22.28385, -120.51553, 9469.83, 1.31, 264.95, 246.42, 349.089, 313.223, 98.65, 134.66, 191.07, 230.79
58924, 22.28591, -120.51554, 9458.73, 1.33, 265.85, 246.52, 349.844, 313.699, 98.13, 134.61, 190.79, 230.64
58924, 22.28797, -120.51554, 9447.53, 1.33, 265.02, 246.64, 350.096, 314.189, 97.78, 134.52, 190.14, 230.47
58924, 22.29003, -120.51554, 9436.43, 1.35, 265.83, 246.73, 349.844, 314.629, 97.43, 134.48, 190.20, 230.34
58924, 22.29209, -120.51555, 9425.33, 1.34, 265.46, 246.81, 350.348, 315.119, 97.52, 134.68, 190.02, 230.38
58924, 22.29415, -120.51556, 9414.32, 1.32, 265.66, 246.90, 350.348, 315.619, 98.57, 135.04, 190.96, 230.52
58924, 22.29621, -120.51557, 9403.23, 1.33, 265.97, 246.99, 351.858, 316.079, 99.00, 135.34, 191.09, 230.65
58924, 22.29827, -120.51558, 9392.23, 1.32, 266.12, 247.08, 351.858, 316.579, 97.87, 135.38, 190.20, 230.56
58924, 22.30033, -120.51559, 9381.32, 1.31, 266.51, 247.20, 352.110, 317.049, 98.22, 135.51, 190.57, 230.56
58924, 22.30238, -120.51561, 9370.32, 1.32, 265.63, 247.29, 353.117, 317.499, 99.09, 135.60, 190.75, 230.53
58924, 22.30444, -120.51562, 9359.42, 1.35, 266.61, 247.39, 354.376, 317.969, 98.30, 135.82, 190.16, 230.59
58924, 22.30648, -120.51563, 9348.53, 1.30, 265.63, 247.49, 354.628, 318.459, 98.83, 135.91, 190.18, 230.54
58924, 22.30853, -120.51565, 9337.81, 1.31, 267.05, 247.58, 355.635, 318.956, 98.92, 135.95, 190.53, 230.45
58924, 22.31058, -120.51566, 9327.01, 1.28, 266.53, 247.66, 356.139, 319.416, 98.65, 135.99, 190.02, 230.37
58924, 22.31264, -120.51567, 9316.13, 1.30, 266.80, 247.78, 355.887, 319.919, 98.22, 135.77, 189.81, 230.11
58924, 22.31469, -120.51569, 9305.24, 1.27, 266.66, 247.88, 356.139, 320.389, 99.18, 135.79, 190.49, 230.01
58924, 22.31672, -120.51570, 9294.41, 1.27, 266.93, 247.94, 356.894, 320.853, 99.09, 135.88, 190.34, 229.96
58924, 22.31878, -120.51571, 9283.34, 1.28, 266.95, 248.01, 357.649, 321.339, 99.44, 135.90, 190.47, 229.86
58924, 22.32082, -120.51572, 9272.24, 1.28, 266.88, 248.11, 357.649, 321.829, 99.44, 135.90, 190.44, 229.75
58924, 22.32286, -120.51573, 9261.33, 1.33, 267.29, 248.20, 358.405, 322.296, 97.78, 135.75, 189.05, 229.53
58924, 22.32490, -120.51574, 9250.23, 1.33, 266.80, 248.29, 359.412, 322.766, 98.74, 135.54, 189.44, 229.27
58924, 22.32695, -120.51575, 9239.23, 1.32, 267.49, 248.40, 359.160, 323.288, 99.00, 135.48, 189.95, 229.11
58924, 22.32898, -120.51575, 9228.33, 1.31, 266.90, 248.51, 359.412, 323.753, 99.44, 135.31, 190.05, 228.89
58924, 22.33103, -120.51576, 9217.23, 1.34, 268.00, 248.59, 359.915, 324.248, 98.13, 135.20, 189.24, 228.69
58924, 22.33307, -120.51576, 9206.23, 1.34, 267.00, 248.68, 360.419, 324.719, 98.22, 134.91, 188.85, 228.36
58924, 22.33512, -120.51577, 9195.15, 1.35, 267.98, 248.77, 361.929, 325.233, 98.48, 134.74, 189.07, 228.12
58924, 22.33714, -120.51577, 9184.23, 1.34, 267.34, 248.85, 361.929, 325.719, 98.39, 134.65, 188.78, 227.93
58924, 22.33921, -120.51577, 9172.98, 1.35, 267.95, 248.89, 362.181, 326.195, 98.30, 134.61, 188.86, 227.78
58924, 22.34120, -120.51576, 9162.23, 1.35, 267.24, 248.93, 362.685, 326.653, 98.30, 134.69, 188.50, 227.71
58924, 22.34323, -120.51576, 9151.31, 1.36, 268.15, 249.03, 362.685, 327.146, 98.04, 134.57, 188.60, 227.51
58924, 22.34529, -120.51575, 9140.15, 1.36, 267.51, 249.12, 364.699, 327.623, 98.13, 134.49, 188.00, 227.35
58924, 22.34730, -120.51574, 9129.23, 1.37, 268.05, 249.21, 364.699, 328.119, 98.30, 134.45, 188.34, 227.21
58924, 22.34933, -120.51574, 9118.24, 1.39, 267.58, 249.30, 364.447, 328.588, 99.00, 134.46, 188.80, 227.11
58924, 22.35136, -120.51573, 9107.43, 1.39, 268.32, 249.38, 364.699, 329.059, 98.30, 134.50, 188.43, 227.03
58924, 22.35338, -120.51573, 9096.63, 1.35, 268.00, 249.49, 364.950, 329.579, 98.22, 134.36, 188.19, 226.82
58924, 22.35540, -120.51572, 9085.83, 1.32, 268.39, 249.58, 364.950, 330.083, 98.48, 134.27, 188.54, 226.64
58924, 22.35743, -120.51572, 9074.83, 1.35, 268.15, 249.67, 366.461, 330.559, 98.22, 134.15, 187.91, 226.45
58924, 22.35944, -120.51572, 9063.83, 1.39, 268.07, 249.76, 365.957, 331.046, 98.04, 134.01, 187.85, 226.23
58924, 22.36148, -120.51572, 9052.83, 1.38, 268.85, 249.84, 366.713, 331.538, 98.48, 134.00, 188.32, 226.11
58924, 22.36349, -120.51573, 9041.83, 1.38, 268.17, 249.91, 367.468, 332.033, 98.13, 134.03, 187.62, 226.01
58924, 22.36552, -120.51573, 9030.74, 1.39, 268.95, 250.00, 368.223, 332.539, 97.52, 134.02, 187.23, 225.89
58924, 22.36753, -120.51573, 9019.93, 1.40, 268.17, 250.10, 368.727, 333.046, 97.34, 134.03, 186.70, 225.79
58924, 22.36955, -120.51574, 9009.03, 1.40, 269.10, 250.14, 368.978, 333.529, 97.95, 134.05, 187.47, 225.68
58924, 22.37157, -120.51575, 8998.23, 1.42, 268.27, 250.20, 369.734, 333.979, 98.04, 133.85, 187.09, 225.42
58924, 22.37358, -120.51576, 8987.61, 1.40, 269.29, 250.28, 370.237, 334.476, 98.04, 133.51, 187.34, 225.05
58924, 22.37560, -120.51577, 8976.84, 1.37, 268.19, 250.36, 370.237, 334.968, 97.43, 133.22, 186.45, 224.73
58924, 22.37762, -120.51578, 8966.13, 1.38, 269.49, 250.41, 370.489, 335.459, 96.91, 132.93, 186.41, 224.38
58924, 22.37963, -120.51579, 8955.24, 1.39, 268.32, 250.46, 370.741, 335.938, 97.78, 133.19, 186.67, 224.46
58924, 22.38174, -120.51580, 8943.86, 1.42, 269.73, 250.58, 371.748, 336.496, 98.13, 133.30, 187.23, 224.43
58924, 22.38365, -120.51580, 8933.44, 1.43, 268.78, 250.66, 372.251, 336.948, 97.34, 133.49, 186.15, 224.48
58924, 22.38565, -120.51582, 8922.71, 1.41, 269.32, 250.79, 372.251, 337.436, 97.43, 133.49, 186.41, 224.39
58924, 22.38767, -120.51583, 8911.83, 1.39, 268.54, 250.91, 372.755, 337.948, 97.43, 133.48, 186.03, 224.28
58924, 22.38970, -120.51583, 8900.85, 1.38, 269.71, 251.03, 374.517, 338.443, 97.78, 133.53, 186.34, 224.22
58924, 22.39168, -120.51584, 8890.03, 1.39, 268.95, 251.13, 374.769, 338.906, 97.34, 133.62, 185.67, 224.20
58924, 22.39370, -120.51585, 8878.93, 1.40, 269.81, 251.23, 375.272, 339.439, 98.30, 133.57, 186.64, 224.05
58924, 22.39572, -120.51586, 8867.75, 1.41, 269.12, 251.33, 376.531, 339.992, 97.60, 133.60, 185.56, 223.96
58924, 22.39771, -120.51586, 8856.64, 1.41, 270.08, 251.43, 376.531, 340.478, 98.04, 133.67, 186.25, 223.91
58924, 22.39971, -120.51587, 8845.54, 1.41, 269.15, 251.51, 376.783, 340.978, 97.69, 133.64, 185.59, 223.78
58924, 22.40172, -120.51587, 8834.43, 1.41, 270.08, 251.60, 377.789, 341.508, 97.78, 133.49, 185.77, 223.55
58924, 22.40372, -120.51588, 8823.34, 1.41, 269.59, 251.67, 378.041, 342.009, 97.78, 133.47, 185.55, 223.42
58924, 22.40572, -120.51588, 8812.24, 1.40, 270.03, 251.73, 378.293, 342.518, 97.78, 133.46, 185.64, 223.29
58924, 22.40772, -120.51588, 8801.24, 1.40, 269.59, 251.82, 378.796, 343.038, 97.52, 133.42, 185.17, 223.15
58924, 22.40972, -120.51588, 8790.13, 1.39, 269.83, 251.91, 378.293, 343.549, 97.60, 133.33, 185.43, 222.97
58924, 22.41172, -120.51588, 8778.94, 1.41, 270.37, 251.98, 379.552, 344.068, 97.78, 133.09, 185.50, 222.67
58924, 22.41371, -120.51588, 8767.83, 1.41, 269.88, 252.06, 380.559, 344.563, 97.08, 133.01, 184.54, 222.51
58924, 22.41573, -120.51587, 8756.35, 1.42, 270.61, 252.14, 380.810, 345.102, 97.26, 132.88, 184.88, 222.29
58924, 22.41771, -120.51587, 8745.14, 1.43, 270.22, 252.22, 380.307, 345.608, 96.64, 132.83, 184.35, 222.15
58924, 22.41970, -120.51586, 8733.83, 1.43, 270.47, 252.31, 381.817, 346.158, 97.08, 132.86, 184.48, 222.04
58924, 22.42170, -120.51586, 8722.44, 1.43, 270.25, 252.36, 382.069, 346.659, 96.47, 133.00, 183.85, 222.03
58924, 22.42377, -120.51585, 8710.64, 1.42, 270.56, 252.44, 382.572, 347.211, 96.73, 133.02, 184.07, 221.92
58924, 22.42568, -120.51584, 8699.74, 1.42, 270.34, 252.55, 383.076, 347.708, 97.52, 133.03, 184.53, 221.83
58924, 22.42766, -120.51583, 8688.55, 1.41, 270.49, 252.65, 383.076, 348.262, 98.04, 132.95, 185.01, 221.66
58924, 22.42967, -120.51583, 8677.05, 1.42, 271.20, 252.75, 383.831, 348.797, 97.52, 132.86, 184.67, 221.49
58924, 22.43166, -120.51581, 8665.65, 1.42, 271.10, 252.84, 384.838, 349.317, 97.26, 132.76, 184.21, 221.30
58924, 22.43363, -120.51580, 8654.23, 1.43, 270.69, 252.92, 385.845, 349.865, 96.64, 132.65, 183.36, 221.10
58924, 22.43564, -120.51580, 8642.56, 1.44, 271.37, 252.99, 385.090, 350.387, 96.99, 132.71, 184.03, 221.03
58924, 22.43760, -120.51579, 8631.16, 1.45, 270.37, 253.07, 386.096, 350.922, 97.78, 132.78, 184.13, 220.96
58924, 22.43961, -120.51577, 8619.55, 1.46, 271.56, 253.13, 387.103, 351.457, 97.34, 132.74, 183.97, 220.81
58924, 22.44160, -120.51577, 8608.06, 1.44, 270.30, 253.17, 387.607, 351.997, 97.34, 132.89, 183.44, 220.79
58924, 22.44357, -120.51575, 8596.66, 1.44, 271.71, 253.22, 388.362, 352.555, 97.78, 132.98, 184.12, 220.72
58924, 22.44559, -120.51574, 8585.07, 1.43, 270.56, 253.28, 388.110, 353.072, 97.78, 133.05, 183.78, 220.66
58924, 22.44756, -120.51573, 8573.76, 1.42, 271.86, 253.34, 388.865, 353.607, 97.17, 133.15, 183.56, 220.61
58924, 22.44954, -120.51572, 8562.26, 1.42, 270.49, 253.38, 389.620, 354.128, 97.26, 133.26, 183.02, 220.56
58924, 22.45153, -120.51571, 8550.86, 1.43, 272.00, 253.43, 390.627, 354.638, 97.87, 133.27, 183.82, 220.44
58924, 22.45349, -120.51570, 8539.46, 1.42, 270.69, 253.52, 391.131, 355.185, 97.60, 133.27, 183.06, 220.33
58924, 22.45550, -120.51568, 8527.86, 1.42, 272.08, 253.61, 390.879, 355.727, 97.26, 133.28, 183.30, 220.23
58924, 22.45746, -120.51567, 8516.56, 1.40, 271.39, 253.69, 391.886, 356.232, 98.39, 133.38, 183.79, 220.19
58924, 22.45944, -120.51566, 8505.06, 1.40, 271.52, 253.78, 392.138, 356.782, 97.52, 133.57, 183.07, 220.22
58924, 22.46145, -120.51564, 8493.45, 1.40, 271.52, 253.89, 393.396, 357.357, 97.69, 133.77, 182.95, 220.26
58924, 22.46346, -120.51563, 8481.77, 1.41, 271.76, 253.98, 393.648, 357.892, 98.04, 134.02, 183.27, 220.34
58924, 22.46550, -120.51562, 8469.79, 1.42, 271.86, 254.09, 393.396, 358.487, 98.30, 134.25, 183.57, 220.39
58924, 22.46739, -120.51561, 8458.83, 1.41, 271.88, 254.20, 394.403, 359.032, 98.74, 134.47, 183.72, 220.45
58924, 22.46942, -120.51559, 8447.07, 1.39, 272.10, 254.30, 395.661, 359.572, 99.00, 134.75, 183.76, 220.55
58924, 22.47137, -120.51558, 8435.76, 1.38, 272.69, 254.41, 396.668, 360.132, 98.22, 134.89, 183.12, 220.55
58924, 22.47335, -120.51557, 8424.23, 1.39, 272.42, 254.50, 397.172, 360.672, 99.27, 135.12, 183.77, 220.60
58924, 22.47536, -120.51556, 8412.66, 1.38, 272.22, 254.61, 397.423, 361.257, 99.53, 135.33, 183.86, 220.64
58924, 22.47735, -120.51555, 8401.15, 1.37, 272.59, 254.71, 397.675, 361.787, 99.35, 135.59, 183.80, 220.73
58924, 22.47934, -120.51554, 8389.66, 1.37, 271.76, 254.81, 397.675, 362.347, 99.09, 135.78, 183.31, 220.76
58924, 22.48133, -120.51554, 8378.16, 1.36, 273.23, 254.91, 399.185, 362.907, 99.35, 136.03, 183.71, 220.83
58924, 22.48334, -120.51554, 8366.77, 1.36, 272.10, 255.00, 399.689, 363.462, 98.48, 136.35, 182.53, 220.96
58924, 22.48531, -120.51553, 8355.56, 1.35, 273.20, 255.08, 400.695, 364.007, 99.79, 136.65, 183.75, 221.06
58924, 22.48733, -120.51553, 8344.27, 1.32, 272.42, 255.15, 400.444, 364.582, 100.58, 137.02, 184.16, 221.20
58924, 22.48930, -120.51553, 8333.16, 1.32, 273.62, 255.21, 402.205, 365.097, 100.14, 137.28, 183.87, 221.28
58924, 22.49129, -120.51553, 8322.06, 1.29, 272.64, 255.29, 401.702, 365.647, 100.93, 137.42, 184.26, 221.26
58924, 22.49328, -120.51554, 8310.95, 1.28, 273.69, 255.34, 402.457, 366.188, 100.93, 137.30, 184.47, 221.04
58924, 22.49530, -120.51554, 8299.67, 1.31, 273.10, 255.38, 402.457, 366.762, 101.01, 137.35, 184.34, 220.95
58924, 22.49725, -120.51554, 8288.63, 1.31, 273.76, 255.44, 403.716, 367.312, 100.14, 137.20, 183.62, 220.72
58924, 22.49924, -120.51555, 8277.53, 1.33, 272.96, 255.48, 404.219, 367.872, 100.58, 137.44, 183.60, 220.76
58924, 22.50126, -120.51556, 8266.36, 1.32, 273.59, 255.57, 403.967, 368.457, 101.36, 137.77, 184.48, 220.88
58924, 22.50325, -120.51557, 8255.26, 1.35, 273.88, 255.67, 404.722, 368.977, 100.84, 138.03, 184.02, 220.97
58924, 22.50535, -120.51558, 8243.81, 1.34, 273.08, 255.78, 405.226, 369.540, 101.45, 138.19, 184.13, 220.98
58924, 22.50721, -120.51559, 8233.83, 1.32, 274.28, 255.86, 406.987, 370.042, 101.63, 138.52, 184.32, 221.11
58924, 22.50922, -120.51561, 8223.15, 1.27, 273.45, 255.94, 407.994, 370.577, 102.33, 138.82, 184.39, 221.22
58924, 22.51119, -120.51562, 8212.66, 1.26, 273.40, 256.01, 408.246, 371.115, 101.89, 139.08, 183.99, 221.29
58924, 22.51322, -120.51564, 8201.87, 1.26, 273.40, 256.08, 407.994, 371.632, 102.15, 139.29, 184.24, 221.33
58924, 22.51519, -120.51565, 8191.45, 1.26, 274.69, 256.16, 408.498, 372.147, 101.71, 139.63, 184.23, 221.47
58924, 22.51718, -120.51567, 8180.85, 1.25, 273.45, 256.25, 409.756, 372.667, 102.68, 139.88, 184.32, 221.55
58924, 22.51915, -120.51569, 8170.33, 1.23, 274.96, 256.33, 409.504, 373.202, 102.59, 140.17, 184.81, 221.65
58924, 22.52116, -120.51571, 8159.75, 1.22, 273.81, 256.44, 411.014, 373.738, 102.76, 140.29, 184.27, 221.64
58924, 22.52314, -120.51573, 8149.15, 1.22, 274.86, 256.53, 410.511, 374.258, 103.20, 140.54, 185.06, 221.71
58924, 22.52511, -120.51576, 8138.63, 1.21, 273.96, 256.58, 411.014, 374.782, 103.90, 140.70, 185.20, 221.71
58924, 22.52710, -120.51578, 8127.96, 1.21, 274.54, 256.64, 412.776, 375.312, 102.85, 140.58, 184.24, 221.51
58924, 22.52912, -120.51581, 8117.07, 1.18, 274.89, 256.70, 412.273, 375.861, 104.43, 140.49, 185.67, 221.33
58924, 22.53108, -120.51583, 8106.26, 1.20, 274.59, 256.77, 413.028, 376.408, 102.85, 140.47, 184.21, 221.20
58924, 22.53307, -120.51586, 8095.25, 1.24, 275.11, 256.76, 413.028, 376.938, 102.68, 140.55, 184.25, 221.11
58924, 22.53503, -120.51588, 8084.43, 1.24, 274.30, 256.70, 414.034, 377.502, 103.11, 140.85, 184.12, 221.15
58924, 22.53701, -120.51590, 8073.53, 1.24, 275.47, 256.73, 415.293, 378.062, 103.64, 140.95, 184.68, 221.09
58924, 22.53903, -120.51593, 8062.47, 1.24, 274.32, 256.76, 415.796, 378.651, 104.51, 141.09, 184.87, 221.05
58924, 22.54099, -120.51595, 8051.85, 1.24, 275.35, 256.76, 416.551, 379.197, 104.34, 141.01, 184.93, 220.85
58924, 22.54305, -120.51597, 8040.76, 1.24, 274.32, 256.82, 416.803, 379.744, 103.81, 140.80, 184.14, 220.58
58924, 22.54494, -120.51599, 8030.45, 1.24, 275.47, 256.90, 417.809, 380.277, 103.38, 140.65, 183.99, 220.37
58924, 22.54690, -120.51600, 8019.87, 1.25, 274.32, 256.93, 417.558, 380.832, 103.55, 140.49, 183.79, 220.13
58924, 22.54890, -120.51602, 8009.18, 1.25, 275.50, 256.80, 418.313, 381.361, 103.46, 139.98, 183.97, 219.58
58924, 22.55087, -120.51604, 7998.48, 1.22, 274.28, 256.78, 418.564, 381.891, 102.59, 139.77, 182.84, 219.28
58924, 22.55283, -120.51606, 7987.86, 1.23, 275.33, 256.80, 419.319, 382.417, 102.85, 139.70, 183.25, 219.11
58924, 22.55478, -120.51607, 7977.17, 1.23, 275.20, 256.82, 419.571, 382.952, 103.46, 139.65, 183.63, 218.95
58924, 22.55676, -120.51609, 7966.18, 1.24, 274.32, 256.90, 419.823, 383.506, 103.46, 139.40, 183.29, 218.66
58924, 22.55873, -120.51610, 7955.18, 1.25, 275.45, 256.95, 420.074, 384.066, 102.59, 139.15, 182.94, 218.36
58924, 22.56067, -120.51612, 7944.24, 1.26, 274.32, 256.97, 420.326, 384.642, 102.85, 139.07, 182.72, 218.16
58924, 22.56265, -120.51612, 7933.16, 1.30, 275.23, 256.91, 420.829, 385.186, 102.76, 139.01, 182.86, 217.96
58924, 22.56461, -120.51613, 7922.16, 1.30, 274.18, 256.87, 422.591, 385.736, 102.59, 138.64, 182.05, 217.54
58924, 22.56657, -120.51614, 7911.18, 1.28, 275.20, 256.87, 422.842, 386.266, 101.98, 138.12, 181.86, 217.04
58924, 22.56852, -120.51615, 7900.18, 1.29, 274.18, 256.93, 422.842, 386.826, 102.15, 137.80, 181.66, 216.70
58924, 22.57048, -120.51615, 7889.16, 1.31, 275.01, 257.03, 423.597, 387.407, 101.71, 137.62, 181.45, 216.47
58924, 22.57244, -120.51615, 7877.98, 1.32, 274.45, 257.07, 424.352, 387.971, 101.01, 137.29, 180.58, 216.11
58924, 22.57438, -120.51615, 7866.96, 1.31, 274.93, 257.13, 424.101, 388.516, 100.84, 137.16, 180.65, 215.90
58924, 22.57633, -120.51615, 7855.78, 1.34, 275.30, 257.22, 425.359, 389.076, 100.93, 137.07, 180.61, 215.73
58924, 22.57829, -120.51615, 7844.58, 1.35, 274.10, 257.33, 425.359, 389.641, 101.36, 137.00, 180.56, 215.60
58924, 22.58021, -120.51615, 7833.54, 1.37, 275.25, 257.43, 426.869, 390.222, 101.10, 137.01, 180.45, 215.50
58924, 22.58217, -120.51615, 7822.46, 1.35, 274.10, 257.51, 425.862, 390.777, 100.93, 137.13, 180.12, 215.48
58924, 22.58418, -120.51615, 7811.10, 1.35, 275.37, 257.55, 427.624, 391.365, 101.10, 137.24, 180.35, 215.43
58924, 22.58604, -120.51614, 7800.54, 1.33, 274.45, 257.63, 428.882, 391.902, 101.54, 137.03, 180.15, 215.18
58924, 22.58801, -120.51614, 7789.28, 1.32, 275.18, 257.68, 428.630, 392.481, 100.58, 137.05, 179.69, 215.07
58924, 22.58992, -120.51613, 7778.27, 1.34, 274.79, 257.72, 430.392, 393.042, 101.36, 137.09, 179.85, 214.97
58924, 22.59186, -120.51612, 7767.14, 1.35, 275.62, 257.78, 429.888, 393.612, 101.80, 137.41, 180.56, 215.09
58924, 22.59382, -120.51612, 7755.88, 1.34, 275.30, 257.82, 430.643, 394.181, 101.71, 137.71, 180.25, 215.18
58924, 22.59573, -120.51612, 7744.94, 1.36, 275.08, 257.91, 431.147, 394.752, 101.80, 137.72, 180.15, 215.08
58924, 22.59766, -120.51611, 7733.87, 1.33, 275.57, 257.94, 431.650, 395.322, 102.24, 138.13, 180.56, 215.24
58924, 22.59962, -120.51610, 7722.76, 1.32, 274.96, 257.95, 431.650, 395.936, 102.24, 138.47, 180.36, 215.33
58924, 22.60155, -120.51609, 7711.68, 1.32, 275.74, 257.93, 432.153, 396.516, 102.15, 138.56, 180.45, 215.24
58924, 22.60345, -120.51609, 7700.67, 1.32, 274.93, 258.00, 434.166, 397.102, 101.71, 138.44, 179.49, 215.04
58924, 22.60538, -120.51608, 7689.67, 1.30, 275.40, 258.04, 433.915, 397.662, 101.28, 138.52, 179.35, 214.98
58924, 22.60731, -120.51607, 7678.57, 1.29, 275.47, 258.12, 435.424, 398.249, 101.63, 138.54, 179.37, 214.89
58924, 22.60925, -120.51606, 7667.38, 1.30, 275.08, 258.20, 434.669, 398.836, 102.33, 138.43, 179.92, 214.71
58924, 22.61128, -120.51605, 7655.62, 1.32, 276.06, 258.29, 436.934, 399.439, 101.98, 138.32, 179.56, 214.52
